participant_id,paper_order,paper_position,field_type,attempt_score,position,question_target,question_type,first_interaction_ms,duration_ms,score,skipped,timed_out
WSVX,own,1,in_field,57.9,1,Planted error,multiple_choice,64317,65198,100,FALSE,FALSE
WSVX,own,1,in_field,57.9,2,Unstated rationale,free_response,46500,181077,43,FALSE,FALSE
WSVX,own,1,in_field,57.9,3,Unstated rationale,free_response,27331,216782,78,FALSE,FALSE
WSVX,own,1,in_field,57.9,4,Failure mode,free_response,68599,142112,100,FALSE,FALSE
WSVX,own,1,in_field,57.9,5,Failure mode,free_response,40201,134544,10,FALSE,FALSE
WSVX,own,1,in_field,57.9,6,Planted error,multiple_choice,29300,30169,100,FALSE,FALSE
WSVX,own,1,in_field,57.9,7,Background knowledge,free_response,8450,102644,32,FALSE,FALSE
WSVX,own,1,in_field,57.9,8,Background knowledge,free_response,4786,28385,0,FALSE,FALSE
WSVX,foreign,2,in_field,33.5,1,Failure mode,free_response,170586,256657,0,FALSE,FALSE
WSVX,foreign,2,in_field,33.5,2,Unstated rationale,free_response,79867,148741,8,FALSE,FALSE
WSVX,foreign,2,in_field,33.5,3,Background knowledge,free_response,16130,114862,5,FALSE,FALSE
WSVX,foreign,2,in_field,33.5,4,Planted error,multiple_choice,9144,9687,100,FALSE,FALSE
WSVX,foreign,2,in_field,33.5,5,Planted error,multiple_choice,13159,15013,100,FALSE,FALSE
WSVX,foreign,2,in_field,33.5,6,Unstated rationale,free_response,46041,253375,55,FALSE,FALSE
WSVX,foreign,2,in_field,33.5,7,Failure mode,free_response,26992,68725,0,FALSE,FALSE
WSVX,foreign,2,in_field,33.5,8,Background knowledge,free_response,3123,33376,0,FALSE,FALSE
XZQW,own,1,out_field,34.4,1,Unstated rationale,free_response,34110,210062,20,FALSE,FALSE
XZQW,own,1,out_field,34.4,2,Background knowledge,free_response,18272,247484,35,FALSE,FALSE
XZQW,own,1,out_field,34.4,3,Planted error,multiple_choice,14295,15673,100,FALSE,FALSE
XZQW,own,1,out_field,34.4,4,Planted error,multiple_choice,31231,32708,100,FALSE,FALSE
XZQW,own,1,out_field,34.4,5,Background knowledge,free_response,27198,265852,0,FALSE,FALSE
XZQW,own,1,out_field,34.4,6,Unstated rationale,free_response,41781,79136,0,FALSE,FALSE
XZQW,own,1,out_field,34.4,7,Failure mode,free_response,24610,47706,20,FALSE,FALSE
XZQW,own,1,out_field,34.4,8,Failure mode,free_response,,2070,0,FALSE,TRUE
XZQW,foreign,2,out_field,8.1,1,Unstated rationale,free_response,201570,208779,30,FALSE,FALSE
XZQW,foreign,2,out_field,8.1,2,Failure mode,free_response,196889,201529,0,FALSE,FALSE
XZQW,foreign,2,out_field,8.1,3,Unstated rationale,free_response,98597,126236,10,FALSE,FALSE
XZQW,foreign,2,out_field,8.1,4,Planted error,multiple_choice,18243,31907,0,FALSE,FALSE
XZQW,foreign,2,out_field,8.1,5,Background knowledge,free_response,44526,160924,10,FALSE,FALSE
XZQW,foreign,2,out_field,8.1,6,Planted error,multiple_choice,35581,37808,0,FALSE,FALSE
XZQW,foreign,2,out_field,8.1,7,Background knowledge,free_response,23447,131442,15,FALSE,FALSE
XZQW,foreign,2,out_field,8.1,8,Failure mode,free_response,,2059,0,FALSE,TRUE
GNYE,own,1,in_field,51,1,Failure mode,free_response,25634,194908,35,FALSE,FALSE
GNYE,own,1,in_field,51,2,Unstated rationale,free_response,21051,234034,34,FALSE,FALSE
GNYE,own,1,in_field,51,3,Unstated rationale,free_response,25610,169647,64,FALSE,FALSE
GNYE,own,1,in_field,51,4,Planted error,multiple_choice,43933,50083,100,FALSE,FALSE
GNYE,own,1,in_field,51,5,Planted error,multiple_choice,29773,30735,100,FALSE,FALSE
GNYE,own,1,in_field,51,6,Background knowledge,free_response,16223,132720,65,FALSE,FALSE
GNYE,own,1,in_field,51,7,Background knowledge,free_response,8919,55491,10,FALSE,FALSE
GNYE,own,1,in_field,51,8,Failure mode,free_response,18283,33416,0,FALSE,FALSE
GNYE,foreign,2,in_field,1.3,1,Failure mode,free_response,56839,115029,2,FALSE,FALSE
GNYE,foreign,2,in_field,1.3,2,Planted error,multiple_choice,42734,43580,0,FALSE,FALSE
GNYE,foreign,2,in_field,1.3,3,Unstated rationale,free_response,44090,113509,3,FALSE,FALSE
GNYE,foreign,2,in_field,1.3,4,Background knowledge,free_response,4823,90008,0,FALSE,FALSE
GNYE,foreign,2,in_field,1.3,5,Planted error,multiple_choice,3831,4851,0,FALSE,FALSE
GNYE,foreign,2,in_field,1.3,6,Background knowledge,free_response,11484,80153,0,FALSE,FALSE
GNYE,foreign,2,in_field,1.3,7,Unstated rationale,free_response,40742,96906,5,FALSE,FALSE
GNYE,foreign,2,in_field,1.3,8,Failure mode,free_response,11714,40049,0,FALSE,FALSE
MCFG,foreign,1,out_field,17.3,1,Planted error,multiple_choice,187562,197162,100,FALSE,FALSE
MCFG,foreign,1,out_field,17.3,2,Background knowledge,free_response,,9560,0,TRUE,FALSE
MCFG,foreign,1,out_field,17.3,3,Failure mode,free_response,,4770,0,TRUE,FALSE
MCFG,foreign,1,out_field,17.3,4,Planted error,multiple_choice,,91888,0,TRUE,FALSE
MCFG,foreign,1,out_field,17.3,5,Unstated rationale,free_response,,61611,0,TRUE,FALSE
MCFG,foreign,1,out_field,17.3,6,Background knowledge,free_response,,34598,0,TRUE,FALSE
MCFG,foreign,1,out_field,17.3,7,Failure mode,free_response,,4565,0,TRUE,FALSE
MCFG,foreign,1,out_field,17.3,8,Unstated rationale,free_response,73343,146357,38,FALSE,FALSE
MCFG,own,2,out_field,58,1,Planted error,multiple_choice,57129,58214,100,FALSE,FALSE
MCFG,own,2,out_field,58,2,Failure mode,free_response,20782,144760,100,FALSE,FALSE
MCFG,own,2,out_field,58,3,Failure mode,free_response,5977,90432,0,FALSE,FALSE
MCFG,own,2,out_field,58,4,Background knowledge,free_response,8021,129962,100,FALSE,FALSE
MCFG,own,2,out_field,58,5,Background knowledge,free_response,25915,109683,25,FALSE,FALSE
MCFG,own,2,out_field,58,6,Planted error,multiple_choice,20772,21815,100,FALSE,FALSE
MCFG,own,2,out_field,58,7,Unstated rationale,free_response,13018,144120,27,FALSE,FALSE
MCFG,own,2,out_field,58,8,Unstated rationale,free_response,52795,123821,12,FALSE,FALSE
D4FP,foreign,1,in_field,8.4,1,Background knowledge,free_response,21193,363133,15,FALSE,FALSE
D4FP,foreign,1,in_field,8.4,2,Planted error,multiple_choice,,99691,0,TRUE,FALSE
D4FP,foreign,1,in_field,8.4,3,Unstated rationale,free_response,137200,228674,52,FALSE,FALSE
D4FP,foreign,1,in_field,8.4,4,Failure mode,free_response,131178,196077,0,FALSE,FALSE
D4FP,foreign,1,in_field,8.4,5,Unstated rationale,free_response,,13273,0,FALSE,TRUE
D4FP,foreign,1,in_field,8.4,6,Background knowledge,free_response,,0,0,FALSE,TRUE
D4FP,foreign,1,in_field,8.4,7,Planted error,multiple_choice,,0,0,FALSE,TRUE
D4FP,foreign,1,in_field,8.4,8,Failure mode,free_response,,0,0,FALSE,TRUE
D4FP,own,2,in_field,36.5,1,Planted error,multiple_choice,108309,110521,100,FALSE,FALSE
D4FP,own,2,in_field,36.5,2,Failure mode,free_response,46683,165456,30,FALSE,FALSE
D4FP,own,2,in_field,36.5,3,Unstated rationale,free_response,29043,106235,10,FALSE,FALSE
D4FP,own,2,in_field,36.5,4,Failure mode,free_response,16011,139788,0,FALSE,FALSE
D4FP,own,2,in_field,36.5,5,Unstated rationale,free_response,8468,79300,77,FALSE,FALSE
D4FP,own,2,in_field,36.5,6,Background knowledge,free_response,12841,132772,62,FALSE,FALSE
D4FP,own,2,in_field,36.5,7,Background knowledge,free_response,17800,156899,13,FALSE,FALSE
D4FP,own,2,in_field,36.5,8,Planted error,multiple_choice,,9163,0,FALSE,TRUE
YB8X,foreign,1,out_field,5.8,1,Unstated rationale,free_response,201857,304183,8,FALSE,FALSE
YB8X,foreign,1,out_field,5.8,2,Failure mode,free_response,,68924,0,TRUE,FALSE
YB8X,foreign,1,out_field,5.8,3,Unstated rationale,free_response,184172,393249,38,FALSE,FALSE
YB8X,foreign,1,out_field,5.8,4,Background knowledge,free_response,1642,134243,0,FALSE,FALSE
YB8X,foreign,1,out_field,5.8,5,Failure mode,free_response,,0,0,FALSE,TRUE
YB8X,foreign,1,out_field,5.8,6,Background knowledge,free_response,,0,0,FALSE,TRUE
YB8X,foreign,1,out_field,5.8,7,Planted error,multiple_choice,,0,0,FALSE,TRUE
YB8X,foreign,1,out_field,5.8,8,Planted error,multiple_choice,,0,0,FALSE,TRUE
YB8X,own,2,out_field,62.6,1,Background knowledge,free_response,24190,181907,55,FALSE,FALSE
YB8X,own,2,out_field,62.6,2,Unstated rationale,free_response,16439,128439,20,FALSE,FALSE
YB8X,own,2,out_field,62.6,3,Failure mode,free_response,18504,74089,18,FALSE,FALSE
YB8X,own,2,out_field,62.6,4,Planted error,multiple_choice,34513,35371,100,FALSE,FALSE
YB8X,own,2,out_field,62.6,5,Failure mode,free_response,12433,73878,90,FALSE,FALSE
YB8X,own,2,out_field,62.6,6,Unstated rationale,free_response,29494,110522,48,FALSE,FALSE
YB8X,own,2,out_field,62.6,7,Background knowledge,free_response,8415,138408,70,FALSE,FALSE
YB8X,own,2,out_field,62.6,8,Planted error,multiple_choice,40016,41224,100,FALSE,FALSE
UFQ2,own,1,in_field,50.6,1,Planted error,multiple_choice,27751,29121,100,FALSE,FALSE
UFQ2,own,1,in_field,50.6,2,Failure mode,free_response,76813,248437,0,FALSE,FALSE
UFQ2,own,1,in_field,50.6,3,Background knowledge,free_response,14593,235610,56,FALSE,FALSE
UFQ2,own,1,in_field,50.6,4,Failure mode,free_response,78132,160445,48,FALSE,FALSE
UFQ2,own,1,in_field,50.6,5,Planted error,multiple_choice,15505,16267,100,FALSE,FALSE
UFQ2,own,1,in_field,50.6,6,Unstated rationale,free_response,19286,100528,48,FALSE,FALSE
UFQ2,own,1,in_field,50.6,7,Background knowledge,free_response,,34798,0,TRUE,FALSE
UFQ2,own,1,in_field,50.6,8,Unstated rationale,free_response,42759,72979,53,FALSE,FALSE
UFQ2,foreign,2,in_field,42.9,1,Unstated rationale,free_response,101349,177472,35,FALSE,FALSE
UFQ2,foreign,2,in_field,42.9,2,Unstated rationale,free_response,79034,125685,28,FALSE,FALSE
UFQ2,foreign,2,in_field,42.9,3,Background knowledge,free_response,17757,104460,70,FALSE,FALSE
UFQ2,foreign,2,in_field,42.9,4,Background knowledge,free_response,4996,150239,10,FALSE,FALSE
UFQ2,foreign,2,in_field,42.9,5,Failure mode,free_response,61161,108496,0,FALSE,FALSE
UFQ2,foreign,2,in_field,42.9,6,Failure mode,free_response,57413,77602,0,FALSE,FALSE
UFQ2,foreign,2,in_field,42.9,7,Planted error,multiple_choice,17492,18791,100,FALSE,FALSE
UFQ2,foreign,2,in_field,42.9,8,Planted error,multiple_choice,36590,41005,100,FALSE,FALSE
YCTB,own,1,out_field,50.3,1,Unstated rationale,free_response,20399,193875,34,FALSE,FALSE
YCTB,own,1,out_field,50.3,2,Planted error,multiple_choice,22574,23435,100,FALSE,FALSE
YCTB,own,1,out_field,50.3,3,Planted error,multiple_choice,13056,13793,100,FALSE,FALSE
YCTB,own,1,out_field,50.3,4,Background knowledge,free_response,23789,79176,60,FALSE,FALSE
YCTB,own,1,out_field,50.3,5,Unstated rationale,free_response,18271,65699,8,FALSE,FALSE
YCTB,own,1,out_field,50.3,6,Failure mode,free_response,17506,43804,0,FALSE,FALSE
YCTB,own,1,out_field,50.3,7,Failure mode,free_response,50668,104382,30,FALSE,FALSE
YCTB,own,1,out_field,50.3,8,Background knowledge,free_response,6065,67739,70,FALSE,FALSE
ZDW7,own,1,in_field,53.1,1,Failure mode,free_response,33237,125933,90,FALSE,FALSE
ZDW7,own,1,in_field,53.1,2,Failure mode,free_response,30496,131616,0,FALSE,FALSE
ZDW7,own,1,in_field,53.1,3,Planted error,multiple_choice,22379,36372,100,FALSE,FALSE
ZDW7,own,1,in_field,53.1,4,Background knowledge,free_response,38233,276034,30,FALSE,FALSE
ZDW7,own,1,in_field,53.1,5,Planted error,multiple_choice,14113,15194,100,FALSE,FALSE
ZDW7,own,1,in_field,53.1,6,Background knowledge,free_response,9383,108875,62,FALSE,FALSE
ZDW7,own,1,in_field,53.1,7,Unstated rationale,free_response,18712,119031,38,FALSE,FALSE
ZDW7,own,1,in_field,53.1,8,Unstated rationale,free_response,58666,87291,5,FALSE,FALSE
JSZD,own,1,in_field,68.6,1,Failure mode,free_response,56339,147059,65,FALSE,FALSE
JSZD,own,1,in_field,68.6,2,Background knowledge,free_response,8978,95374,60,FALSE,FALSE
JSZD,own,1,in_field,68.6,3,Unstated rationale,free_response,7759,65676,45,FALSE,FALSE
JSZD,own,1,in_field,68.6,4,Planted error,multiple_choice,36313,37859,100,FALSE,FALSE
JSZD,own,1,in_field,68.6,5,Unstated rationale,free_response,12214,115558,75,FALSE,FALSE
JSZD,own,1,in_field,68.6,6,Background knowledge,free_response,5478,154269,74,FALSE,FALSE
JSZD,own,1,in_field,68.6,7,Failure mode,free_response,35235,124711,30,FALSE,FALSE
JSZD,own,1,in_field,68.6,8,Planted error,multiple_choice,47630,48726,100,FALSE,FALSE
YCTB,foreign,2,out_field,31,1,Unstated rationale,free_response,52757,131858,8,FALSE,FALSE
YCTB,foreign,2,out_field,31,2,Background knowledge,free_response,16381,117039,40,FALSE,FALSE
YCTB,foreign,2,out_field,31,3,Failure mode,free_response,7853,13316,0,FALSE,FALSE
YCTB,foreign,2,out_field,31,4,Background knowledge,free_response,,18214,0,TRUE,FALSE
YCTB,foreign,2,out_field,31,5,Failure mode,free_response,,15830,0,TRUE,FALSE
YCTB,foreign,2,out_field,31,6,Planted error,multiple_choice,26190,26755,100,FALSE,FALSE
YCTB,foreign,2,out_field,31,7,Planted error,multiple_choice,43090,46924,100,FALSE,FALSE
YCTB,foreign,2,out_field,31,8,Unstated rationale,free_response,,6509,0,TRUE,FALSE
ZDW7,foreign,2,in_field,50.6,1,Unstated rationale,free_response,67622,172390,56,FALSE,FALSE
ZDW7,foreign,2,in_field,50.6,2,Background knowledge,free_response,18710,203916,35,FALSE,FALSE
ZDW7,foreign,2,in_field,50.6,3,Unstated rationale,free_response,126799,235851,62,FALSE,FALSE
ZDW7,foreign,2,in_field,50.6,4,Failure mode,free_response,49528,104573,62,FALSE,FALSE
ZDW7,foreign,2,in_field,50.6,5,Failure mode,free_response,50132,91380,90,FALSE,FALSE
ZDW7,foreign,2,in_field,50.6,6,Planted error,multiple_choice,78486,79935,100,FALSE,FALSE
ZDW7,foreign,2,in_field,50.6,7,Background knowledge,free_response,,11869,0,TRUE,FALSE
ZDW7,foreign,2,in_field,50.6,8,Planted error,multiple_choice,,1225,0,FALSE,TRUE
JSZD,foreign,2,in_field,38.1,1,Planted error,multiple_choice,59217,60176,100,FALSE,FALSE
JSZD,foreign,2,in_field,38.1,2,Unstated rationale,free_response,73219,155728,20,FALSE,FALSE
JSZD,foreign,2,in_field,38.1,3,Background knowledge,free_response,133093,150405,0,FALSE,FALSE
JSZD,foreign,2,in_field,38.1,4,Background knowledge,free_response,6851,75604,15,FALSE,FALSE
JSZD,foreign,2,in_field,38.1,5,Failure mode,free_response,153528,215113,15,FALSE,FALSE
JSZD,foreign,2,in_field,38.1,6,Failure mode,free_response,33008,78874,5,FALSE,FALSE
JSZD,foreign,2,in_field,38.1,7,Unstated rationale,free_response,16722,81320,50,FALSE,FALSE
JSZD,foreign,2,in_field,38.1,8,Planted error,multiple_choice,41052,43329,100,FALSE,FALSE
BYQQ,own,2,in_field,50.6,1,Unstated rationale,free_response,13802,94476,15,FALSE,FALSE
BYQQ,own,2,in_field,50.6,2,Background knowledge,free_response,57686,153489,0,FALSE,FALSE
BYQQ,own,2,in_field,50.6,3,Background knowledge,free_response,37032,107983,0,TRUE,FALSE
BYQQ,own,2,in_field,50.6,4,Planted error,multiple_choice,28602,29391,100,FALSE,FALSE
BYQQ,own,2,in_field,50.6,5,Failure mode,free_response,11039,63958,62,FALSE,FALSE
BYQQ,own,2,in_field,50.6,6,Planted error,multiple_choice,18881,19537,100,FALSE,FALSE
BYQQ,own,2,in_field,50.6,7,Unstated rationale,free_response,54866,268993,43,FALSE,FALSE
BYQQ,own,2,in_field,50.6,8,Failure mode,free_response,28541,100394,85,FALSE,FALSE
9VE5,own,2,out_field,55.3,1,Background knowledge,free_response,7270,234930,85,FALSE,FALSE
9VE5,own,2,out_field,55.3,2,Failure mode,free_response,11427,127074,0,FALSE,FALSE
9VE5,own,2,out_field,55.3,3,Failure mode,free_response,11292,178761,55,FALSE,FALSE
9VE5,own,2,out_field,55.3,4,Background knowledge,free_response,4506,167144,53,FALSE,FALSE
9VE5,own,2,out_field,55.3,5,Planted error,multiple_choice,14564,15513,100,FALSE,FALSE
9VE5,own,2,out_field,55.3,6,Unstated rationale,free_response,11836,113329,6,FALSE,FALSE
9VE5,own,2,out_field,55.3,7,Planted error,multiple_choice,11970,12887,100,FALSE,FALSE
9VE5,own,2,out_field,55.3,8,Unstated rationale,free_response,11077,48457,43,FALSE,FALSE
9VE5,foreign,1,out_field,28,1,Background knowledge,free_response,142788,422658,8,FALSE,FALSE
9VE5,foreign,1,out_field,28,2,Background knowledge,free_response,46537,135582,12,FALSE,FALSE
9VE5,foreign,1,out_field,28,3,Unstated rationale,free_response,33596,61642,4,FALSE,FALSE
9VE5,foreign,1,out_field,28,4,Failure mode,free_response,72465,88986,0,FALSE,FALSE
9VE5,foreign,1,out_field,28,5,Failure mode,free_response,,103251,0,TRUE,FALSE
9VE5,foreign,1,out_field,28,6,Planted error,multiple_choice,22735,23882,100,FALSE,FALSE
9VE5,foreign,1,out_field,28,7,Unstated rationale,free_response,,16024,0,TRUE,FALSE
9VE5,foreign,1,out_field,28,8,Planted error,multiple_choice,24150,27142,100,FALSE,FALSE
X6N3,own,1,out_field,52.9,1,Failure mode,free_response,8606,67426,20,FALSE,FALSE
X6N3,own,1,out_field,52.9,2,Planted error,multiple_choice,15971,17156,100,FALSE,FALSE
X6N3,own,1,out_field,52.9,3,Planted error,multiple_choice,15236,16046,0,FALSE,FALSE
X6N3,own,1,out_field,52.9,4,Unstated rationale,free_response,34149,166289,55,FALSE,FALSE
X6N3,own,1,out_field,52.9,5,Unstated rationale,free_response,11411,154137,68,FALSE,FALSE
X6N3,own,1,out_field,52.9,6,Background knowledge,free_response,5278,118406,50,FALSE,FALSE
X6N3,own,1,out_field,52.9,7,Background knowledge,free_response,21808,115683,30,FALSE,FALSE
X6N3,own,1,out_field,52.9,8,Failure mode,free_response,20395,107700,100,FALSE,FALSE
X6N3,foreign,2,out_field,28.5,1,Failure mode,free_response,16305,180012,0,FALSE,FALSE
X6N3,foreign,2,out_field,28.5,2,Planted error,multiple_choice,58503,59221,100,FALSE,FALSE
X6N3,foreign,2,out_field,28.5,3,Failure mode,free_response,6996,103205,0,FALSE,FALSE
X6N3,foreign,2,out_field,28.5,4,Background knowledge,free_response,6379,87789,20,FALSE,FALSE
X6N3,foreign,2,out_field,28.5,5,Unstated rationale,free_response,34756,78876,8,FALSE,FALSE
X6N3,foreign,2,out_field,28.5,6,Planted error,multiple_choice,23784,24773,100,FALSE,FALSE
X6N3,foreign,2,out_field,28.5,7,Background knowledge,free_response,96569,163722,0,FALSE,FALSE
X6N3,foreign,2,out_field,28.5,8,Unstated rationale,free_response,42024,141196,0,FALSE,FALSE
BYQQ,foreign,1,in_field,41.3,1,Unstated rationale,free_response,81116,208581,8,FALSE,FALSE
BYQQ,foreign,1,in_field,41.3,2,Background knowledge,free_response,6485,150269,35,FALSE,FALSE
BYQQ,foreign,1,in_field,41.3,3,Planted error,multiple_choice,4432,22258,100,FALSE,FALSE
BYQQ,foreign,1,in_field,41.3,4,Failure mode,free_response,23200,84441,20,FALSE,FALSE
BYQQ,foreign,1,in_field,41.3,5,Planted error,multiple_choice,20565,21381,100,FALSE,FALSE
BYQQ,foreign,1,in_field,41.3,6,Background knowledge,free_response,18616,225568,67,FALSE,FALSE
BYQQ,foreign,1,in_field,41.3,7,Failure mode,free_response,55035,136665,0,FALSE,FALSE
BYQQ,foreign,1,in_field,41.3,8,Unstated rationale,free_response,30987,48393,0,FALSE,FALSE
AFHD,own,2,in_field,54.8,1,Unstated rationale,free_response,14938,167461,62,FALSE,FALSE
AFHD,own,2,in_field,54.8,2,Background knowledge,free_response,4379,328947,73,FALSE,FALSE
AFHD,own,2,in_field,54.8,3,Background knowledge,free_response,10606,177275,80,FALSE,FALSE
AFHD,own,2,in_field,54.8,4,Planted error,multiple_choice,33713,35203,100,FALSE,FALSE
AFHD,own,2,in_field,54.8,5,Planted error,multiple_choice,5867,8214,100,FALSE,FALSE
AFHD,own,2,in_field,54.8,6,Unstated rationale,free_response,28183,142572,23,FALSE,FALSE
AFHD,own,2,in_field,54.8,7,Failure mode,free_response,8445,26325,0,FALSE,FALSE
AFHD,own,2,in_field,54.8,8,Failure mode,free_response,4837,14242,0,FALSE,FALSE
AFHD,foreign,1,in_field,35.6,1,Planted error,multiple_choice,93206,95004,100,FALSE,FALSE
AFHD,foreign,1,in_field,35.6,2,Unstated rationale,free_response,81495,135136,7,FALSE,FALSE
AFHD,foreign,1,in_field,35.6,3,Failure mode,free_response,12926,95645,0,FALSE,FALSE
AFHD,foreign,1,in_field,35.6,4,Planted error,multiple_choice,77148,78449,100,FALSE,FALSE
AFHD,foreign,1,in_field,35.6,5,Background knowledge,free_response,8079,113348,20,FALSE,FALSE
